a,Campaign Tag/Coupon Code,Brand,Category,Platform,Channel,Coupon Type,Max Uses,Minimum Subtotal,Discount Amount,Max Discount,Start Date,Expiration Date,Violator Copy,CAID,Link,Long Link,UTM Source,UTM Medium
Growth Partner: ROKT MDW Sale,roktxmdw,Winc,Non-Gifting,NA,Growth Partnerships,Dynamic Discount,10000,24.95,24.95,39,5/1/2022,6/15/2022,Get 4 bottles for just $24.95! Discount applied at checkout.,6730159,winc.com/try/lp125,winc.com/try/lp125?caid=6730159&utm_source=GrowthPartner&utm_medium=MDWRokt,&utm_source=GrowthPartner,&utm_medium=MDWRokt
