Campaign Name,Campaign Tag/Coupon Code,Brand,Category,Channel,Platform,Coupon Type,Max Uses,Minimum Subtotal,Discount Amount,Max Discount,Start Date,Expiration Date,Violator Copy,CAID
Prime Day 2022 #2 [Leads],PDay2022,Winc,Non-Gifting,Email,N/A,Dynamic Discount,10000,24.95,24.90,39.00,10/11/2022,10/12/2022,Get 4 bottles for $24.95. Use promo code PDay2022 at checkout.,6862242
Spotify - Fall Test,podcast22,Winc,Non-Gifting,Podcast,Spotify,Dynamic Discount,10000,29.95,29.95,34.00,9/1/2022,12/31/2022,New member offer! Get 4 bottles for $29.95 + shipping's on us.,6862245
