Campaign Name,Campaign Tag/Coupon Code,Brand,Category,Channel,Platform,Coupon Type,Max Uses,Minimum Subtotal,Discount Amount,Max Discount,Start Date,End Date,Violator Copy,CAID,
[Non-member] New Year No Sugar ,SUGARFREE23,Winc,Non-Gifting,Organic,N/A,Dynamic Discount,100000,28.95,28.95,33,01/03/2023,01/13/2023,"New Year, No Sugar Special! Get 4 Bottles for $28.95",6934590,
